TEXT,LABEL
Maharashtra ka image bhi damage hota hai jab migrants pe attack hota hai.,non-sarcastic
Har state national growth me contribute karta hai.,non-sarcastic
Internal mogration ko crime jaisa treat karna backward mindset hai.,non-sarcastic
Bihar ke labourers infrastructure aur industries mein major role play karte hain.,non-sarcastic
Har citizen ki safety ensure karna state government ka duty hai.,non-sarcastic
Violence se sirf disturbance badhega.,non-sarcastic
Unnecessary public tension create ho raha Maharashtra me.,non-sarcastic
Kisi bhi Bihari ko sirf language ya aacent ke basis pe harass karna should be unacceptable.,non-sarcastic
Strict legal actions hi aise incidents ko rok sakta hai.,non-sarcastic
Political speeches ko responsible hona chahiye.,non-sarcastic
Public ko samajhna hoga ki unity hi strength hai.,non-sarcastic
Migrant workers ke rights ko protect karna natonal priority hona chahiye.,non-sarcastic
"Agar specific targeting ho rahi hai, toh National Human Rights bodies ko bhi dekhna hoga.",non-sarcastic
Violence ke against strong statement Maharashtra leadership ko deni chahiye.,non-sarcastic
Bihar Government ko apni citizens ki safety monitor karni chahiye.,non-sarcastic
Social media par hate spread karna situation ko aur bigaadta hai.,non-sarcastic
"India ka federal system cooperation pe chalta hai, confrontation pe nahi.",non-sarcastic
Internal state rivalry ko political tool nahi banana chahiye.,non-sarcastic
Har Indian ko kisi bhi state mein dignity ke saath jeene ka pura right hai.,non-sarcastic
"Agar attacks confirmed hain, toh exemplary punishment hona chaiye.",non-sarcastic
Regional discrimination ko normalize karna dangerous precedent hai.,non-sarcastic
Youth ko unity aur resoect sikhana zaroori hai.,non-sarcastic
Violence se internally country weak ho rhi hai.,non-sarcastic
Textbook mein reality likh di toh system ko allergy ho gayi kya?,sarcastic
Class 8 ke bacheche itne powerful ho gaye ki judiciary hil gayi?,sarcastic
"Ab syllabus mein sirf ""All is well"" chapter hi add karo.",sarcastic
Critical thinking optional hai kya education system mein?,sarcastic
"Sach likhna defamation ho gaya, interesting development.",sarcastic
Backlog ka mention karna conspiracy ban gaya? Wah.,sarcastic
Ab history bhi sirf approval ke baad hi hogi?,sarcastic
"Book publish hone se pehle ""hurt sentiments audit"" bhi hoga kya?",sarcastic
Judiciary ke problems discuss karna illegal hai kya ab?,sarcastic
"Education ka kaam hai question karna, ya sirf praise karna?",sarcastic
Chapter mein corruption word dekhte hi panic button dab gaya lagta hai.,sarcastic
Agar system perfect hai toh critism se darr kyu?,sarcastic
Textbook ko ban karna easiest solution tha shayad!,sarcastic
"Bachchon ko sach mat batao, warna who sawal pooch lenge.",sarcastic
Democracy mein accountability chapter bhi banned list mein hai kya?,sarcastic
"Investigation textbook pe, par issues pe nahi?",sarcastic
"Ab social science ka naam change karke ""social silence"" kar do.",sarcastic
Har uncomfortable topic ko conspiracy bol dena bhi talent hai.,sarcastic
Students ko ground reality pata chal gayi toh problem kya hai bhai?,sarcastic
Book recall speed dekh ke lagta hai backlog yahan nahi hai.,sarcastic
Education reform ka matlab uncomfortable lines delete karna hai kya?,sarcastic
SC ka order aaya aur pura chapter vanish - fast track justice.,sarcastic
NCERT writers ko ab astrology consult karni padegi publish se pehle.,sarcastic
Agar judiciary strong hai toh ek chapter se image kaise hil gayi?,sarcastic
"Students ko sirf theory padhni chahiye, reality nahi?",sarcastic
Democracy mein criticism bhi subject to approval hai kya?,sarcastic
Chapter se zyada reaction controversial lag raha hai.,sarcastic
Freedom of expression footnote mein reh gaya shayad.,sarcastic
Ab syllabus mein sirf achievements hi achievements!,sarcastic
"Problem highlight karo toh defame, ignore karo toh fine.",sarcastic
Education ka purpose blind trust build karna hai ya informed citizens?,sarcastic
"""Deep conspiracy"" ka tag lagana easy hai, debate karna tough.",sarcastic
Textbook se darr lagta hai toh Twitter ka kya karoge?,sarcastic
"Class 8 students ko underestimate mat karo, woh samajhte hain sab!",sarcastic
"Agar chapter flawed tha toh discussion karte, total ban kyun?",sarcastic
Sach uncomfortable lag gaya Supreme Court ko!,sarcastic
System bas criticize karna janti hai criticism tolerate nahi kar sakti!,sarcastic
Education aur image management mein difference hota hai.,sarcastic
Bachchon ko sirf positive vibes hi chahiye kya?,sarcastic
Academic debate ko legal battle bana diya.,sarcastic
NCERT ko ab content se zyada consequences sochna padega.,sarcastic
Transparency chapter bhi syllabus se hata do phir.,sarcastic
"Democracy mein institutions critique se strong hote hain, ye shayad SC ko samajh nahi ata.",sarcastic
Agar corruption word problematic hai toh dictionary se hi hata do.,sarcastic
Students ko half truth deke mislead kar do!,sarcastic
Education ministry ka damage control mode on ho gaya.,sarcastic
Sach bolna bhi aab ban hai India me!,sarcastic
Judiciary pe discussion taboo ho gaya kya?,sarcastic
Question karna deshdroh nahi hota!,sarcastic
Textbook controversy se zyada controversy pe reaction interesting hai.,sarcastic
"Agar textbook mein judiciary ke issues mention hue hain, toh unka academic context clear hona chahiye.",non-sarcastic
"Supreme Court ka concern samajhna zaroori hai, kyuki instituitions ki dignity important hoti hai.",non-sarcastic
NCERT ko content review process aur strong banana chahiye.,non-sarcastic
Education system mein balance aur factual accuracy sabse important hai.,non-sarcastic
Students ko judiciary ke role ke saath-saath challenges bhi samajhna chahiye.,non-sarcastic
"Agar language inappropriate thi, toh correction hona chahiye.",non-sarcastic
Total ban se pehle academic discussion bhi ho sakta tha.,non-sarcastic
Instituitions ke respect aur freedom of education ke beech balance zaroori hai.,non-sarcastic
Government ka probe initiate karna accountability ka step hai.,non-sarcastic
Textbook content transparent review ke through pass hona chahiye.,non-sarcastic
Education Ministry ko clear guidelines issue karni chahiye future publications ke liye.,non-sarcastic
"Judiciary ke image ko protect karna important hai, par academic analysis bhi valid hota hai.",non-sarcastic
Students ko critical thinking sikhana education ka core part hai.,non-sarcastic
"Agar chapter mein factual errors hain, toh unhe rectify karna chahiye.",non-sarcastic
NCERT ka responsibility hai ki content neutral aur balanced ho.,non-sarcastic
Supreme Court ka intervention serious concern ko reflect karta hai.,non-sarcastic
Public communication clear hona chahiye taaki confusion na ho.,non-sarcastic
Academic autonomy aur institutional respect dono equally important hain.,non-sarcastic
Investigation se clarity milegi ki process meiin kahaan lapse hua.,non-sarcastic
Textbook writing mein expert consultation strong hona chahiye.,non-sarcastic
"Agar chapter controversial tha, toh revision ek better option ho sakta hai.",non-sarcastic
Education ko political debate ka center nahi banna chahiye.,non-sarcastic
Students ke syllabus mein credibility maintain rehni chahiye.,non-sarcastic
Transparency se hi trust build hota hai.,non-sarcastic
Judiciary ke backlog jaise issues factual data ke saath explain hone chahiye.,non-sarcastic
Public institutions ko constructive criticism se benefit milta hai.,non-sarcastic
NCERT ko future editions mein clarity ensure karni hogi.,non-sarcastic
Legal process follow karna democratic framework ka part hai.,non-sarcastic
Public discourse calm aur fact-based hona chahiye.,non-sarcastic
Institutonal harmony maintain karna sabka responsibility hai.,non-sarcastic
"Agar PM ne displeasure express kiya hai, toh internal accountability expected hai.",non-sarcastic
Education reforms mein consultation wide hona chahiye.,non-sarcastic
Students ko balanced perspective milna unka right hai.,non-sarcastic
Book ban karne ka decision carefully justified hona chahiye.,non-sarcastic
Academic content ko political controversy se bachana zaroori hai.,non-sarcastic
Supreme Court ka order follow karna constitutional obligation hai.,non-sarcastic
NCERT ke authors ko guidelines clearly communicate karni chahiye.,non-sarcastic
Institutions ke beech coordination strong hona chahiye.,non-sarcastic
Public trust education system par depend karta hai.,non-sarcastic
Debate ko healthy direction mein le jana zaroori hai.,non-sarcastic
"Agar errors hain, toh responsible correction best approach hai.",non-sarcastic
Democratic system mein dialogue always better hota hai than conflict.,non-sarcastic
Students ke interest ko sabse pehle priority milni chahiye.,non-sarcastic
Academic material evidence-based aur unbiased hona chahiye.,non-sarcastic
Controversy ke baad reforms ka scope bhi hota hai.,non-sarcastic
Government aur judiciary dono ka aim institutional integrity hona chahiye.,non-sarcastic
Education policy ko long-term impact dekh kar design karna chahiye.,non-sarcastic
Clear explanation se speculation kam hota hai.,non-sarcastic
Constitutional values education ka foundation rehna chahiye.,non-sarcastic
"Final goal yeh hona chahiye ki students ko accurate, balanced aur responsible knowledge mile.",non-sarcastic
Wow court ne saboot na dekar bhi free pass de diya - justice express hai kya?,sarcastic
"Case ki goli chhodi, political drama par tikka lag gaya.",sarcastic
"Lacking evidence? Zero proof? Court ne bhi kaha ""haath khali hai""",sarcastic
"Proof missing tha, verdict mil gaya - suspension of logic?",sarcastic
"""Voluminous chargesheet"" ka matlab ""audience entertainment "" hai!",sarcastic
CBI ki investigation par rap? Sounds like courtroom comedy night.,sarcastic
Conspiracy theory? Trial ki Jagah theatrics chalu!,sarcastic
Jhutha case sabit ho hi gaya!,sarcastic
AAP ki badnami karna chah rahe the aab chup ho gaye sab!,sarcastic
BJP ki reality roz samne aa rahi!,sarcastic
AAP ki victory se BJP itni silent kaise ho gayi!,sarcastic
CBI kiske control me hai Supreme Court ne prove kar hi diya!,sarcastic
"Allegation toh bohot bade bade lagaye the, jab evidence manga toh hath khali?",sarcastic
"Evidence ke bina arrest kar rahe, Government ki hegemony dikh rahi clearly!",sarcastic
Investigation short aur drama itna long!,sarcastic
AAP ko target karte karte Modi ji khud hi expose ho rahe!,sarcastic
"BJP opposition ko false allegation mai arrest karwa ke opposition weak karne ka try kar rahi thi, Nice strategy!",sarcastic
Aur karo sab CBI peh trust!,sarcastic
Supreme Court ki verdict she pata chal gaya kaun actual me corruption kar raha!,sarcastic
Corruption khud ka chupana tha issliye opposition ko phasa diya!,sarcastic
Galat blame lagao aur khud ka corruption chupa lo!,sarcastic
Government day by day reality dikha raha!,sarcastic
"BJP ki strategy badi great hai, false allegation laga ke opposition khatam kar doh.",sarcastic
"Arwind ji got saved, baal baal bache!",sarcastic
"AAP ki honesty court ne clean chit deke bata di, phir bhi CBI ko shanti nahi!",sarcastic
Pata nahi bina evidence ke CBI itna naach kyu rahi thi!?,sarcastic
"Yaha lack of evidence, waha AAP ki party shuru!",sarcastic
"Sob story nahi, sober evidence chahiye hota hai.",sarcastic
aab toh Arwind Kejriwaal ke ghar peh badi party hogi!!!,sarcastic
"Wah, itni badi conspiracy thi aur court ko evidence hi nahi mila? Invisible scam tha kya?",sarcastic
"""Saboot nahi mile"" - matlab chargesheet sirf weight training ke liye thi?",sarcastic
Political witch-hunt ka season finale flop ho gaya lagta hai.,sarcastic
"Itne mahino tak headlines, aur end mein clean chit? Script weak thi shayad.",sarcastic
Bina edivence baat karne ki buri aadat lag gayi hai Government ko!,sarcastic
"Jail pehle, proof baad mein - new legal innovation?",sarcastic
"ED aur CBI ka TRP high tha, par courtroom performance low nikla.",sarcastic
"Allegation factory full speed, evidence department on leave.",sarcastic
"Poora desh ko scam samjhaya, court ne bola ""kahan hai scam?""",sarcastic
"Agar proof hota toh clean chit nahi milti, simple maths.",sarcastic
"Political target karna easy hai, court mein prove karna tough.",sarcastic
"Jab narrative strong ho aur evidence weak ho, toh aise hi hota hai!",sarcastic
"Pehle character assassination, baad mein ""lack of evidence."" Classic move.",sarcastic
Agencies ko press conference se zyada prosecution pe focus karna chahiye tha.,sarcastic
"End result: too much noise, but koi proof nahi!",sarcastic
Clean chit ne pura government ka narrative hi disturb kar diya yaar!,sarcastic
"Investigation ka mountain, courtroom ka mouse.",sarcastic
Agar saboot strong hote toh appeal ki baat nahi hoti na!,sarcastic
Democracy hone ke baad bhi government Institutions ka misuse kar pa rahi hai.,sarcastic
"Media trial alag cheez hai, legal trial alag - difference samajh aya ab? ",sarcastic
